Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Fraction,,Run Log,,
ml,mAU,ml,Fraction,ml,Logbook,
40.329,5.74,,,,,
40.33,5.733,,,,,
40.332,5.73,,,,,
40.334,5.73,,,,,
40.336,5.73,,,,,
40.338,5.72,,,,,
40.34,5.72,,,,,
40.341,5.717175,,,,,
40.343,5.706435,,,,,
40.345,5.7,,,,,
40.347,5.7,,,,,
40.349,5.693618,,,,,
40.351,5.682428,,,,,
40.352,5.68,,,,,
40.354,5.68,,,,,
40.356,5.669462,,,,,
40.358,5.66,,,,,
40.36,5.66,,,,,
40.362,5.656637,,,,,
40.363,5.65,,,,,
40.365,5.65,,,,,
40.367,5.65,,,,,
40.369,5.65,,,,,
40.371,5.65,,,,,
40.372,5.65,,,,,
40.374,5.640269,,,,,
40.376,5.63,,,,,
40.378,5.63,,,,,
40.38,5.627279,,,,,
40.382,5.623901,,,,,
40.383,5.63,,,,,
40.385,5.63,,,,,
40.387,5.63,,,,,
40.389,5.615067,,,,,
40.391,5.61,,,,,
40.393,5.61,,,,,
40.394,5.59973,,,,,
40.396,5.59,,,,,
40.398,5.59,,,,,
40.4,5.586899,,,,,
40.402,5.58,,,,,
40.404,5.58,,,,,
40.405,5.58,,,,,
40.407,5.587089,,,,,
40.409,5.581995,,,,,
40.411,5.58,,,,,
40.413,5.579865,,,,,
40.415,5.56,,,,,
40.416,5.56,,,,,
40.418,5.562876,,,,,
40.42,5.566368,,,,,
40.422,5.56,,,,,
40.424,5.56,,,,,
40.425,5.56,,,,,
40.427,5.552363,,,,,
40.429,5.55,,,,,
40.431,5.55,,,,,
40.433,5.539394,,,,,
40.435,5.53,,,,,
40.436,5.53,,,,,
40.438,5.526585,,,,,
40.44,5.52,,,,,
40.442,5.52,,,,,
40.444,5.52,,,,,
40.446,5.52,,,,,
40.447,5.52,,,,,
40.449,5.52,,,,,
40.451,5.52,,,,,
40.453,5.508854,,,,,
40.455,5.5,,,,,
40.457,5.502786,,,,,
40.458,5.51,,,,,
40.46,5.51,,,,,
40.462,5.51,,,,,
40.464,5.51,,,,,
40.466,5.51,,,,,
40.468,5.51,,,,,
40.469,5.51,,,,,
40.471,5.49,,,,,
40.473,5.49,,,,,
40.475,5.49,,,,,
40.477,5.486635,,,,,
40.478,5.48,,,,,
40.48,5.48,,,,,
40.482,5.48,,,,,
40.484,5.472691,,,,,
40.486,5.47,,,,,
40.488,5.47,,,,,
40.489,5.459843,,,,,
40.491,5.449071,,,,,
40.493,5.44,,,,,
40.495,5.44,,,,,
40.497,5.436062,,,,,
40.499,5.43,,,,,
40.5,5.43,,,,,
40.502,5.43,,,,,
40.504,5.43,,,,,
40.506,5.43,,,,,
40.508,5.43,,,,,
40.51,5.429327,,,,,
40.511,5.42,,,,,
40.513,5.42,,,,,
40.515,5.42,,,,,
40.517,5.42,,,,,
40.519,5.42,,,,,
40.521,5.42,,,,,
40.522,5.4125,,,,,
40.524,5.401614,,,,,
40.526,5.4,,,,,
40.528,5.399101,,,,,
40.53,5.378789,,,,,
40.531,5.37,,,,,
40.533,5.37,,,,,
40.535,5.37,,,,,
40.537,5.37,,,,,
40.539,5.37,,,,,
40.541,5.37,,,,,
40.542,5.37,,,,,
40.544,5.378922,,,,,
40.546,5.38,,,,,
40.548,5.38,,,,,
40.55,5.38,,,,,
40.552,5.38,,,,,
40.553,5.376572,,,,,
40.555,5.37,,,,,
40.557,5.37,,,,,
40.559,5.37,,,,,
40.561,5.37,,,,,
40.563,5.37,,,,,
40.564,5.37,,,,,
40.566,5.37,,,,,
40.568,5.368998,,,,,
40.57,5.36,,,,,
40.572,5.36,,,,,
40.573,5.36,,,,,
40.575,5.36,,,,,
40.577,5.36,,,,,
40.579,5.36,,,,,
40.581,5.36,,,,,
40.583,5.351345,,,,,
40.584,5.35,,,,,
40.586,5.35,,,,,
40.588,5.35,,,,,
40.59,5.35,,,,,
40.592,5.35,,,,,
40.594,5.35,,,,,
40.595,5.35,,,,,
40.597,5.35,,,,,
40.599,5.342434,,,,,
40.601,5.34,,,,,
40.603,5.34,,,,,
40.605,5.34,,,,,
40.606,5.34,,,,,
40.608,5.34,,,,,
40.61,5.34,,,,,
40.612,5.331794,,,,,
40.614,5.32,,,,,
40.616,5.32,,,,,
40.617,5.32,,,,,
40.619,5.311862,,,,,
40.621,5.31,,,,,
40.623,5.31,,,,,
40.625,5.31,,,,,
40.626,5.31,,,,,
40.628,5.31,,,,,
40.63,5.31,,,,,
40.632,5.314641,,,,,
40.634,5.32,,,,,
40.636,5.32,,,,,
40.637,5.32,,,,,
40.639,5.311289,,,,,
40.641,5.31,,,,,
40.643,5.309714,,,,,
40.645,5.298405,,,,,
40.647,5.29,,,,,
40.648,5.29,,,,,
40.65,5.29,,,,,
40.652,5.284843,,,,,
40.654,5.28,,,,,
40.656,5.28,,,,,
40.658,5.272018,,,,,
40.659,5.260716,,,,,
40.661,5.26,,,,,
40.663,5.26,,,,,
40.665,5.257865,,,,,
40.667,5.25,,,,,
40.669,5.25,,,,,
40.67,5.245045,,,,,
40.672,5.24,,,,,
40.674,5.24,,,,,
40.676,5.23222,,,,,
40.678,5.212922,,,,,
40.679,5.21,,,,,
40.681,5.21,,,,,
40.683,5.208571,,,,,
40.685,5.2,,,,,
40.687,5.2,,,,,
40.689,5.2,,,,,
40.69,5.194507,,,,,
40.692,5.19,,,,,
40.694,5.19,,,,,
40.696,5.19,,,,,
40.698,5.180943,,,,,
40.7,5.18,,,,,
40.701,5.18,,,,,
40.703,5.18,,,,,
40.705,5.18,,,,,
40.707,5.18,,,,,
40.709,5.175303,,,,,
40.711,5.17,,,,,
40.712,5.17,,,,,
40.714,5.17,,,,,
40.716,5.161238,,,,,
40.718,5.169596,,,,,
40.72,5.17,,,,,
40.722,5.168318,,,,,
40.723,5.16,,,,,
40.725,5.16,,,,,
40.727,5.155516,,,,,
40.729,5.15,,,,,
40.731,5.15,,,,,
40.732,5.15,,,,,
40.734,5.15,,,,,
40.736,5.140644,,,,,
40.738,5.14,,,,,
40.74,5.139069,,,,,
40.742,5.13,,,,,
40.743,5.13,,,,,
40.745,5.13,,,,,
40.747,5.124978,,,,,
40.749,5.12,,,,,
40.751,5.12,,,,,
40.753,5.12,,,,,
40.754,5.128588,,,,,
40.756,5.13,,,,,
40.758,5.129327,,,,,
40.76,5.12,,,,,
40.762,5.12,,,,,
40.764,5.12,,,,,
40.765,5.12,,,,,
40.767,5.114427,,,,,
40.769,5.11,,,,,
40.771,5.11,,,,,
40.773,5.101614,,,,,
40.774,5.090875,,,,,
40.776,5.09,,,,,
40.778,5.09,,,,,
40.78,5.092072,,,,,
40.782,5.1,,,,,
40.784,5.1,,,,,
40.785,5.1,,,,,
40.787,5.1,,,,,
40.789,5.1,,,,,
40.791,5.1,,,,,
40.793,5.1,,,,,
40.795,5.090336,,,,,
40.796,5.09,,,,,
40.798,5.09,,,,,
40.8,5.09,,,,,
40.802,5.09,,,,,
40.804,5.085426,,,,,
40.806,5.08,,,,,
40.807,5.073371,,,,,
40.809,5.07,,,,,
40.811,5.07,,,,,
40.813,5.079462,,,,,
40.815,5.08,,,,,
40.817,5.078475,,,,,
40.818,5.07,,,,,
40.82,5.07,,,,,
40.822,5.07,,,,,
40.824,5.06491,,,,,
40.826,5.053795,,,,,
40.827,5.05,,,,,
40.829,5.05,,,,,
40.831,5.040812,,,,,
40.833,5.04,,,,,
40.835,5.04,,,,,
40.837,5.035865,,,,,
40.838,5.02,,,,,
40.84,5.02,,,,,
40.842,5.02,,,,,
40.844,5.014372,,,,,
40.846,5.01,,,,,
40.848,5.01,,,,,
40.849,5.01,,,,,
40.851,5.01,,,,,
40.853,5.01,,,,,
40.855,5.01,,,,,
40.857,5.005704,,,,,
40.859,4.99,,,,,
40.86,4.99,,,,,
40.862,4.99,,,,,
40.864,4.99,,,,,
40.866,4.99,,,,,
40.868,4.99,,,,,
40.87,4.99,,,,,
40.871,4.99,,,,,
40.873,4.99,,,,,
40.875,4.988183,,,,,
40.877,4.98,,,,,
40.879,4.98,,,,,
40.88,4.98,,,,,
40.882,4.98,,,,,
40.884,4.973296,,,,,
40.886,4.97,,,,,
40.888,4.97,,,,,
40.89,4.97,,,,,
40.891,4.96,,,,,
40.893,4.96,,,,,
40.895,4.96,,,,,
40.897,4.96,,,,,
40.899,4.96,,,,,
40.901,4.96,,,,,
40.902,4.96,,,,,
40.904,4.96,,,,,
40.906,4.96,,,,,
40.908,4.950738,,,,,
40.91,4.94,,,,,
40.912,4.94,,,,,
40.913,4.94,,,,,
40.915,4.94,,,,,
40.917,4.94,,,,,
40.919,4.94,,,,,
40.921,4.934292,,,,,
40.922,4.93,,,,,
40.924,4.93,,,,,
40.926,4.93,,,,,
40.928,4.920143,,,,,
40.93,4.92,,,,,
40.932,4.921408,,,,,
40.933,4.93,,,,,
40.935,4.93,,,,,
40.937,4.93,,,,,
40.939,4.93,,,,,
40.941,4.93,,,,,
40.943,4.93,,,,,
40.944,4.93,,,,,
40.946,4.93,,,,,
40.948,4.92,,,,,
40.95,4.92,,,,,
40.952,4.918019,,,,,
40.954,4.913206,,,,,
40.955,4.92,,,,,
40.957,4.92,,,,,
40.959,4.913978,,,,,
40.961,4.91,,,,,
40.963,4.91,,,,,
40.965,4.91,,,,,
40.966,4.91,,,,,
40.968,4.91,,,,,
40.97,4.91,,,,,
40.972,4.907428,,,,,
40.974,4.896255,,,,,
40.975,4.89,,,,,
40.977,4.89,,,,,
40.979,4.89,,,,,
40.981,4.89,,,,,
40.983,4.89,,,,,
40.985,4.880628,,,,,
40.986,4.88,,,,,
40.988,4.88,,,,,
40.99,4.882202,,,,,
40.992,4.886857,,,,,
40.994,4.88,,,,,
40.996,4.88,,,,,
40.997,4.873881,,,,,
40.999,4.87,,,,,
41.001,4.87,,,,,
41.003,4.87,,,,,
41.005,4.86009,,,,,
41.007,4.86,,,,,
41.008,4.86,,,,,
41.01,4.857258,,,,,
41.012,4.85,,,,,
41.014,4.85,,,,,
41.016,4.85,,,,,
41.018,4.856707,,,,,
41.019,4.86,,,,,
41.021,4.86,,,,,
41.023,4.85031,,,,,
41.025,4.85,,,,,
41.027,4.85,,,,,
41.028,4.85,,,,,
41.03,4.846726,,,,,
41.032,4.84,,,,,
41.034,4.84,,,,,
41.036,4.833901,,,,,
41.038,4.823169,,,,,
41.039,4.82,,,,,
41.041,4.82,,,,,
41.043,4.82,,,,,
41.045,4.82,,,,,
41.047,4.82,,,,,
41.049,4.82,,,,,
41.05,4.82,,,,,
41.052,4.82,,,,,
41.054,4.82,,,,,
41.056,4.82,,,,,
41.058,4.827371,,,,,
41.06,4.83,,,,,
41.061,4.83,,,,,
41.063,4.82,,,,,
41.065,4.82,,,,,
41.067,4.82,,,,,
41.069,4.816802,,,,,
41.071,4.81,,,,,
41.072,4.81,,,,,
41.074,4.803819,,,,,
41.076,4.8,,,,,
41.078,4.8,,,,,
41.08,4.8,,,,,
41.081,4.8,,,,,
41.083,4.8,,,,,
41.085,4.8,,,,,
41.087,4.8,,,,,
41.089,4.8,,,,,
41.091,4.8,,,,,
41.092,4.8,,,,,
41.094,4.793238,,,,,
41.096,4.79,,,,,
41.098,4.79,,,,,
41.1,4.79,,,,,
41.102,4.790516,,,,,
41.103,4.8,,,,,
41.105,4.797399,,,,,
41.107,4.79,,,,,
41.109,4.79,,,,,
41.111,4.79,,,,,
41.113,4.79,,,,,
41.114,4.782667,,,,,
41.116,4.78,,,,,
41.118,4.78,,,,,
41.12,4.79,,,,,
41.122,4.79,,,,,
41.123,4.79,,,,,
41.125,4.786861,,,,,
41.127,4.776135,,,,,
41.129,4.77,,,,,
41.131,4.77,,,,,
41.133,4.77,,,,,
41.134,4.77,,,,,
41.136,4.77,,,,,
41.138,4.77,,,,,
41.14,4.770852,,,,,
41.142,4.78,,,,,
41.144,4.78,,,,,
41.145,4.78,,,,,
41.147,4.78,,,,,
41.149,4.78,,,,,
41.151,4.78,,,,,
41.153,4.78,,,,,
41.155,4.78,,,,,
41.156,4.78,,,,,
41.158,4.779953,,,,,
41.16,4.77,,,,,
41.162,4.77,,,,,
41.164,4.77,,,,,
41.166,4.765807,,,,,
41.167,4.76,,,,,
41.169,4.76,,,,,
41.171,4.767034,,,,,
41.173,4.77,,,,,
41.175,4.77,,,,,
41.176,4.77,,,,,
41.178,4.76,,,,,
41.18,4.76,,,,,
41.182,4.76,,,,,
41.184,4.76,,,,,
41.186,4.76,,,,,
41.187,4.76,,,,,
41.189,4.76,,,,,
41.191,4.76,,,,,
41.193,4.768296,,,,,
41.195,4.77,,,,,
41.197,4.769619,,,,,
41.198,4.758877,,,,,
41.2,4.75,,,,,
41.202,4.75,,,,,
41.204,4.746054,,,,,
41.206,4.74,,,,,
41.208,4.74,,,,,
41.209,4.74,,,,,
41.211,4.74,,,,,
41.213,4.74,,,,,
41.215,4.74,,,,,
41.217,4.739079,,,,,
41.219,4.73,,,,,
41.22,4.73,,,,,
41.222,4.73,,,,,
41.224,4.73,,,,,
41.226,4.73,,,,,
41.228,4.723453,,,,,
41.229,4.72,,,,,
41.231,4.728548,,,,,
41.233,4.73,,,,,
41.235,4.73,,,,,
41.237,4.728562,,,,,
41.239,4.72,,,,,
41.24,4.72,,,,,
41.242,4.72,,,,,
41.244,4.72,,,,,
41.246,4.72,,,,,
41.248,4.72,,,,,
41.25,4.712157,,,,,
41.251,4.71,,,,,
41.253,4.71,,,,,
41.255,4.71,,,,,
41.257,4.71,,,,,
41.259,4.71,,,,,
41.261,4.706301,,,,,
41.262,4.7,,,,,
41.264,4.7,,,,,
41.266,4.7,,,,,
41.268,4.7,,,,,
41.27,4.7,,,,,
41.271,4.7,,,,,
41.273,4.689552,,,,,
41.275,4.68,,,,,
41.277,4.68,,,,,
41.279,4.68,,,,,
41.281,4.675752,,,,,
41.282,4.664664,,,,,
41.284,4.66,,,,,
41.286,4.66,,,,,
41.288,4.66,,,,,
41.29,4.66,,,,,
41.292,4.66,,,,,
41.293,4.659013,,,,,
41.295,4.65,,,,,
41.297,4.65,,,,,
41.299,4.65,,,,,
41.301,4.645179,,,,,
41.303,4.64,,,,,
41.304,4.64,,,,,
41.306,4.647833,,,,,
41.308,4.65,,,,,
41.31,4.65,,,,,
41.312,4.649215,,,,,
41.314,4.64,,,,,
41.315,4.64,,,,,
41.317,4.64,,,,,
41.319,4.64,,,,,
41.321,4.64,,,,,
41.323,4.64,,,,,
41.324,4.632832,,,,,
41.326,4.621619,,,,,
41.328,4.62,,,,,
41.33,4.62,,,,,
41.332,4.62,,,,,
41.334,4.62,,,,,
41.335,4.62,,,,,
41.337,4.616238,,,,,
41.339,4.605124,,,,,
41.341,4.6,,,,,
41.343,4.6,,,,,
41.345,4.6,,,,,
41.346,4.6,,,,,
41.348,4.6,,,,,
41.35,4.599483,,,,,
41.352,4.588667,,,,,
41.354,4.58,,,,,
41.356,4.58,,,,,
41.357,4.575667,,,,,
41.359,4.57,,,,,
41.361,4.57,,,,,
41.363,4.562673,,,,,
41.365,4.56,,,,,
41.367,4.56,,,,,
41.368,4.56,,,,,
41.37,4.56,,,,,
41.372,4.558095,,,,,
41.374,4.55,,,,,
41.376,4.55,,,,,
41.377,4.55,,,,,
41.379,4.55,,,,,
41.381,4.55,,,,,
41.383,4.5579,,,,,
41.385,4.56,,,,,
41.387,4.56,,,,,
41.388,4.56,,,,,
41.39,4.56,,,,,
41.392,4.56,,,,,
41.394,4.56,,,,,
41.396,4.56,,,,,
41.398,4.56,,,,,
41.399,4.56,,,,,
41.401,4.56,,,,,
41.403,4.56,,,,,
41.405,4.56,,,,,
41.407,4.56,,,,,
41.409,4.56,,,,,
41.41,4.56,,,,,
41.412,4.56,,,,,
41.414,4.56,,,,,
41.416,4.56,,,,,
41.418,4.56,,,,,
41.42,4.56,,,,,
41.421,4.552225,,,,,
41.423,4.55,,,,,
41.425,4.55,,,,,
41.427,4.55,,,,,
41.429,4.55,,,,,
41.43,4.55,,,,,
41.432,4.55,,,,,
41.434,4.55,,,,,
41.436,4.55,,,,,
41.438,4.55,,,,,
41.44,4.55,,,,,
41.441,4.541708,,,,,
41.443,4.54,,,,,
41.445,4.54,,,,,
41.447,4.541191,,,,,
41.449,4.55,,,,,
41.451,4.55,,,,,
41.452,4.545824,,,,,
41.454,4.54,,,,,
41.456,4.54,,,,,
41.458,4.54,,,,,
41.46,4.54,,,,,
41.462,4.548831,,,,,
41.463,4.55,,,,,
41.465,4.549081,,,,,
41.467,4.54,,,,,
41.469,4.54,,,,,
41.471,4.54,,,,,
41.472,4.535251,,,,,
41.474,4.53,,,,,
41.476,4.53,,,,,
41.478,4.53,,,,,
41.48,4.521371,,,,,
41.482,4.52,,,,,
41.483,4.52,,,,,
41.485,4.52,,,,,
41.487,4.51782,,,,,
41.489,4.51,,,,,
41.491,4.51,,,,,
41.493,4.51,,,,,
41.494,4.51,,,,,
41.496,4.51,,,,,
41.498,4.502175,,,,,
41.5,4.5,,,,,
41.502,4.5,,,,,
41.504,4.499308,,,,,
41.505,4.488027,,,,,
41.507,4.48,,,,,
41.509,4.48,,,,,
41.511,4.48,,,,,
41.513,4.474439,,,,,
41.515,4.47,,,,,
41.516,4.47,,,,,
41.518,4.47,,,,,
41.52,4.46031,,,,,
41.522,4.46,,,,,
41.524,4.46,,,,,
41.525,4.46,,,,,
41.527,4.46,,,,,
41.529,4.46,,,,,
41.531,4.454652,,,,,
41.533,4.443924,,,,,
41.535,4.44,,,,,
41.536,4.44,,,,,
41.538,4.431098,,,,,
41.54,4.43,,,,,
41.542,4.43,,,,,
41.544,4.43,,,,,
41.546,4.426944,,,,,
41.547,4.42,,,,,
41.549,4.42,,,,,
41.551,4.42,,,,,
41.553,4.42,,,,,
41.555,4.42,,,,,
41.557,4.4113,,,,,
41.558,4.41,,,,,
41.56,4.41,,,,,
41.562,4.41,,,,,
41.564,4.41,,,,,
41.566,4.41,,,,,
41.568,4.41,,,,,
41.569,4.404606,,,,,
41.571,4.406413,,,,,
41.573,4.41,,,,,
41.575,4.41,,,,,
41.577,4.41,,,,,
41.578,4.41,,,,,
41.58,4.41,,,,,
41.582,4.407955,,,,,
41.584,4.4,,,,,
41.586,4.4,,,,,
41.588,4.4,,,,,
41.589,4.4,,,,,
41.591,4.4,,,,,
41.593,4.4,,,,,
41.595,4.39105,,,,,
41.597,4.39,,,,,
41.599,4.39,,,,,
41.6,4.39,,,,,
41.602,4.39,,,,,
41.604,4.39,,,,,
41.606,4.39,,,,,
41.608,4.384596,,,,,
41.61,4.386539,,,,,
41.611,4.39,,,,,
41.613,4.39,,,,,
41.615,4.39,,,,,
41.617,4.39,,,,,
41.619,4.39,,,,,
41.621,4.39,,,,,
41.622,4.39,,,,,
41.624,4.39,,,,,
41.626,4.384798,,,,,
41.628,4.38,,,,,
41.63,4.38,,,,,
41.631,4.38,,,,,
41.633,4.38,,,,,
41.635,4.38,,,,,
41.637,4.38,,,,,
41.639,4.38,,,,,
41.641,4.382458,,,,,
41.642,4.39,,,,,
41.644,4.39,,,,,
41.646,4.384524,,,,,
41.648,4.373543,,,,,
41.65,4.37,,,,,
41.652,4.37,,,,,
41.653,4.37,,,,,
41.655,4.37,,,,,
41.657,4.37,,,,,
41.659,4.37,,,,,
41.661,4.37,,,,,
41.663,4.37,,,,,
41.664,4.365056,,,,,
41.666,4.36,,,,,
41.668,4.352989,,,,,
41.67,4.35,,,,,
41.672,4.35,,,,,
41.673,4.35,,,,,
41.675,4.35,,,,,
41.677,4.35,,,,,
41.679,4.35,,,,,
41.681,4.35,,,,,
41.683,4.35,,,,,
41.684,4.35,,,,,
41.686,4.343405,,,,,
41.688,4.34,,,,,
41.69,4.34,,,,,
41.692,4.34,,,,,
41.694,4.34,,,,,
41.695,4.34,,,,,
41.697,4.34,,,,,
41.699,4.34,,,,,
41.701,4.34,,,,,
41.703,4.34,,,,,
41.705,4.333991,,,,,
41.706,4.33,,,,,
41.708,4.33,,,,,
41.71,4.33,,,,,
41.712,4.32,,,,,
41.714,4.32,,,,,
41.716,4.32,,,,,
41.717,4.32,,,,,
41.719,4.31627,,,,,
41.721,4.31,,,,,
41.723,4.31,,,,,
41.725,4.31,,,,,
41.726,4.31,,,,,
41.728,4.31,,,,,
41.73,4.300651,,,,,
41.732,4.29,,,,,
41.734,4.29,,,,,
41.736,4.29,,,,,
41.737,4.29,,,,,
41.739,4.29,,,,,
41.741,4.29,,,,,
41.743,4.283677,,,,,
41.745,4.28,,,,,
41.747,4.28,,,,,
41.748,4.28,,,,,
41.75,4.28,,,,,
41.752,4.28,,,,,
41.754,4.28,,,,,
41.756,4.28,,,,,
41.758,4.28,,,,,
41.759,4.28,,,,,
41.761,4.28,,,,,
41.763,4.28,,,,,
41.765,4.28,,,,,
41.767,4.28,,,,,
41.769,4.28,,,,,
41.77,4.27,,,,,
41.772,4.27,,,,,
41.774,4.273108,,,,,
41.776,4.28,,,,,
41.778,4.28,,,,,
41.779,4.28,,,,,
41.781,4.273363,,,,,
41.783,4.27,,,,,
41.785,4.27,,,,,
41.787,4.27,,,,,
41.789,4.27,,,,,
41.79,4.27,,,,,
41.792,4.27,,,,,
41.794,4.266368,,,,,
41.796,4.26,,,,,
41.798,4.26,,,,,
41.8,4.26,,,,,
41.801,4.26,,,,,
41.803,4.26,,,,,
41.805,4.26,,,,,
41.807,4.259372,,,,,
41.809,4.25,,,,,
41.811,4.25,,,,,
41.812,4.25,,,,,
41.814,4.25,,,,,
41.816,4.25,,,,,
41.818,4.25,,,,,
41.82,4.25,,,,,
41.821,4.25,,,,,
41.823,4.25,,,,,
41.825,4.25,,,,,
41.827,4.25,,,,,
41.829,4.25,,,,,
41.831,4.25,,,,,
41.832,4.25,,,,,
41.834,4.25,,,,,
41.836,4.25,,,,,
41.838,4.25,,,,,
41.84,4.25,,,,,
41.842,4.25,,,,,
41.843,4.25,,,,,
41.845,4.25,,,,,
41.847,4.25,,,,,
41.849,4.25,,,,,
41.851,4.25,,,,,
41.853,4.244888,,,,,
41.854,4.24,,,,,
41.856,4.24,,,,,
41.858,4.24,,,,,
41.86,4.230814,,,,,
41.862,4.23,,,,,
41.864,4.23,,,,,
41.865,4.227937,,,,,
41.867,4.22,,,,,
41.869,4.22,,,,,
41.871,4.22,,,,,
41.873,4.22,,,,,
41.874,4.22,,,,,
41.876,4.22,,,,,
41.878,4.22,,,,,
41.88,4.22,,,,,
41.882,4.22,,,,,
41.884,4.218116,,,,,
41.885,4.21,,,,,
41.887,4.21,,,,,
41.889,4.205336,,,,,
41.891,4.2,,,,,
41.893,4.2,,,,,
41.895,4.2,,,,,
41.896,4.191286,,,,,
41.898,4.19,,,,,
41.9,4.19,,,,,
41.902,4.188341,,,,,
41.904,4.18,,,,,
41.906,4.18,,,,,
41.907,4.18,,,,,
41.909,4.18,,,,,
41.911,4.18,,,,,
41.913,4.18,,,,,
41.915,4.18,,,,,
41.917,4.170628,,,,,
41.918,4.17,,,,,
41.92,4.17,,,,,
41.922,4.17,,,,,
41.924,4.17,,,,,
41.926,4.17,,,,,
41.927,4.17,,,,,
41.929,4.163632,,,,,
41.931,4.16,,,,,
41.933,4.16,,,,,
41.935,4.16,,,,,
41.937,4.16,,,,,
41.938,4.16,,,,,
41.94,4.16,,,,,
41.942,4.156726,,,,,
41.944,4.15,,,,,
41.946,4.15,,,,,
41.948,4.15,,,,,
41.949,4.15,,,,,
41.951,4.15,,,,,
41.953,4.15,,,,,
41.955,4.149731,,,,,
41.957,4.14,,,,,
41.959,4.14,,,,,
41.96,4.14,,,,,
41.962,4.14,,,,,
41.964,4.14,,,,,
41.966,4.14,,,,,
41.968,4.147081,,,,,
41.97,4.15,,,,,
41.971,4.15,,,,,
41.973,4.14,,,,,
41.975,4.14,,,,,
41.977,4.14,,,,,
41.979,4.14,,,,,
41.98,4.14,,,,,
41.982,4.14,,,,,
41.984,4.14,,,,,
41.986,4.14,,,,,
41.988,4.14,,,,,
41.99,4.14,,,,,
41.991,4.14,,,,,
41.993,4.13,,,,,
41.995,4.13,,,,,
41.997,4.13,,,,,
41.999,4.13,,,,,
42.001,4.13,,,,,
42.002,4.13,,,,,
42.004,4.13,,,,,
42.006,4.122432,,,,,
42.008,4.128341,,,,,
42.01,4.13,,,,,
42.012,4.13,,,,,
42.013,4.13,,,,,
42.015,4.13,,,,,
42.017,4.126572,,,,,
42.019,4.12,,,,,
42.021,4.12,,,,,
42.022,4.12,,,,,
42.024,4.12,,,,,
42.026,4.111381,,,,,
42.028,4.11,,,,,
42.03,4.11,,,,,
42.032,4.11,,,,,
42.033,4.11,,,,,
42.035,4.11,,,,,
42.037,4.11,,,,,
42.039,4.11,,,,,
42.041,4.11,,,,,
42.043,4.11,,,,,
42.044,4.11,,,,,
42.046,4.11,,,,,
42.048,4.11,,,,,
42.05,4.108694,,,,,
42.052,4.1,,,,,
42.054,4.1,,,,,
42.055,4.1,,,,,
42.057,4.1,,,,,
42.059,4.1,,,,,
42.061,4.1,,,,,
42.063,4.1,,,,,
42.065,4.1,,,,,
42.066,4.1,,,,,
42.068,4.1,,,,,
42.07,4.098161,,,,,
42.072,4.09,,,,,
42.074,4.09,,,,,
42.075,4.085048,,,,,
42.077,4.08,,,,,
42.079,4.08,,,,,
42.081,4.08,,,,,
42.083,4.08,,,,,
42.085,4.08,,,,,
42.086,4.08,,,,,
42.088,4.078278,,,,,
42.09,4.07,,,,,
42.092,4.07,,,,,
42.094,4.07,,,,,
42.096,4.07,,,,,
42.097,4.07,,,,,
42.099,4.07,,,,,
42.101,4.07,,,,,
42.103,4.079327,,,,,
42.105,4.08,,,,,
42.107,4.08,,,,,
42.108,4.08,,,,,
42.11,4.08,,,,,
42.112,4.08,,,,,
42.114,4.08,,,,,
42.116,4.073677,,,,,
42.118,4.07,,,,,
42.119,4.07,,,,,
42.121,4.07,,,,,
42.123,4.08,,,,,
42.125,4.08,,,,,
42.127,4.08,,,,,
42.128,4.076682,,,,,
42.13,4.07,,,,,
42.132,4.07,,,,,
42.134,4.076098,,,,,
42.136,4.08,,,,,
42.138,4.08,,,,,
42.139,4.08,,,,,
42.141,4.07,,,,,
42.143,4.07,,,,,
42.145,4.072377,,,,,
42.147,4.08,,,,,
42.149,4.08,,,,,
42.15,4.08,,,,,
42.152,4.08,,,,,
42.154,4.08,,,,,
42.156,4.08,,,,,
42.158,4.08,,,,,
42.16,4.07,,,,,
42.161,4.07,,,,,
42.163,4.07,,,,,
42.165,4.07,,,,,
42.167,4.07,,,,,
42.169,4.07,,,,,
42.171,4.07,,,,,
42.172,4.07,,,,,
42.174,4.062207,,,,,
42.176,4.06,,,,,
42.178,4.06,,,,,
42.18,4.060619,,,,,
42.181,4.07,,,,,
42.183,4.07,,,,,
42.185,4.07,,,,,
42.187,4.07,,,,,
42.189,4.07,,,,,
42.191,4.07,,,,,
42.192,4.07,,,,,
42.194,4.07,,,,,
42.196,4.07,,,,,
42.198,4.06,,,,,
42.2,4.06,,,,,
42.202,4.06,,,,,
42.203,4.06,,,,,
42.205,4.06,,,,,
42.207,4.06,,,,,
42.209,4.06,,,,,
42.211,4.06,,,,,
42.213,4.06,,,,,
42.214,4.06,,,,,
42.216,4.05981,,,,,
42.218,4.05,,,,,
42.22,4.05,,,,,
42.222,4.05,,,,,
42.223,4.05,,,,,
42.225,4.05,,,,,
42.227,4.05,,,,,
42.229,4.05,,,,,
42.231,4.041619,,,,,
42.233,4.04,,,,,
42.234,4.04,,,,,
42.236,4.0387,,,,,
42.238,4.03,,,,,
42.24,4.03,,,,,
42.242,4.03,,,,,
42.244,4.03,,,,,
42.245,4.03,,,,,
42.247,4.03,,,,,
42.249,4.03,,,,,
42.251,4.020946,,,,,
42.253,4.02,,,,,
42.255,4.02,,,,,
